Case,Inlet Velocity ,Density,Kinematic Viscosity ,Bifurcation Type,D1 (m),D2 (m),I (m),A1,A2,A3,Angle (X1),Angle (X2),Reynlods Number,Particle Density,Particle Diameter,D1/D2,I/D1,I/D2,SIx_1,SIy_1,SIz_1,Q1,SIx_2,SIy_2,SIz_2,Q2,Q1/Q2,V1,V2,,,,,,
722,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1150,0.0006,0,1,0,4.98E-07,1.76E-06,1.06E-09,1.83325E-06,8.81E-06,-3.69E-08,-1.87E-09,8.80561E-06,0.208191369,0.036471294,0.175181584,,,,,,
723,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1150,0.0006,0,1.333333333,0,4.30E-07,1.29E-06,-1.12E-09,1.35549E-06,9.28E-06,-2.98E-08,1.93E-10,9.27902E-06,0.146081598,0.047940673,0.184599766,,,,,,
724,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1150,0.0006,0,2,0,2.05E-07,5.62E-07,2.41E-10,5.98705E-07,1.00E-05,-5.58E-09,-4.93E-10,1.00355E-05,0.059658717,0.047643331,0.199649493,,,,,,
725,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,5.33E+02,1150,0.0006,0,4,0,2.23E-08,6.24E-08,-5.57E-11,6.62536E-08,1.06E-05,-6.61E-09,1.10E-09,1.05673E-05,0.006269683,0.021089139,0.210229304,,,,,,
726,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1150,0.0006,0,1,0,4.19E-07,1.22E-06,7.99E-10,1.28571E-06,4.69E-06,-2.18E-08,3.73E-09,4.68564E-06,0.27439401,0.04547266,0.16572031,,,,,,
727,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1150,0.0006,0,1.5,0,2.35E-07,6.45E-07,1.85E-10,6.86731E-07,5.28E-06,-9.49E-09,-5.04E-09,5.28422E-06,0.129958737,0.054648163,0.186890648,,,,,,
728,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,2.67E+02,1150,0.0006,0,1,0,2.64E-07,7.26E-07,-2.73E-11,7.72962E-07,1.87E-06,-3.71E-09,-5.52E-10,1.86589E-06,0.414258494,0.061510245,0.148482761,,,,,,
729,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1150,0.0006,0,1,0,1.19E-06,1.66E-06,-5.02E-10,2.04555E-06,8.59E-06,-4.46E-08,-2.49E-09,8.59428E-06,0.238013068,0.04069483,0.170977291,,,,,,
730,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1150,0.0006,0,1.333333333,0,9.60E-07,1.22E-06,1.39E-10,1.55179E-06,9.08E-06,-3.24E-08,2.74E-09,9.08158E-06,0.170872689,0.054883347,0.180671838,,,,,,
731,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1150,0.0006,0,2,0,4.45E-07,5.33E-07,2.70E-10,6.94548E-07,9.94E-06,-1.36E-08,1.09E-09,9.93987E-06,0.069874922,0.055270212,0.197746954,,,,,,
732,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,5.33E+02,1150,0.0006,0,4,0,4.44E-08,5.32E-08,2.42E-11,6.92838E-08,1.06E-05,-5.66E-09,-2.61E-09,1.05638E-05,0.006558604,0.022053665,0.210159669,,,,,,
733,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1150,0.0006,0,1,0,8.94E-07,1.12E-06,6.97E-10,1.43328E-06,4.54E-06,-1.93E-08,-6.73E-10,4.53773E-06,0.315857438,0.050691655,0.160489034,,,,,,
734,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1150,0.0006,0,1.5,0,4.95E-07,5.91E-07,6.96E-10,7.71412E-07,5.20E-06,-1.41E-08,1.85E-09,5.20035E-06,0.148338557,0.061386901,0.183924311,,,,,,
735,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,2.67E+02,1150,0.0006,0,1,0,5.46E-07,6.52E-07,-1.54E-09,8.5057E-07,1.79E-06,-4.42E-09,1.76E-09,1.78783E-06,0.475756458,0.067686045,0.142270366,,,,,,
736,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1150,0.0006,0,1,0,-7.01E-07,1.61E-06,6.14E-10,1.75386E-06,8.88E-06,-3.28E-08,2.90E-09,8.88235E-06,0.197453986,0.034891767,0.176708346,,,,,,
737,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1150,0.0006,0,1.333333333,0,-4.45E-07,1.15E-06,-1.43E-09,1.23712E-06,9.40E-06,-2.20E-08,7.98E-09,9.39567E-06,0.131669486,0.043754171,0.186920463,,,,,,
738,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1150,0.0006,0,2,0,-1.89E-07,5.19E-07,-4.72E-10,5.51953E-07,1.01E-05,-1.32E-08,7.73E-10,1.0083E-05,0.054740853,0.043922882,0.200594615,,,,,,
739,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,5.33E+02,1150,0.0006,0,4,0,-2.33E-08,6.37E-08,1.69E-10,6.77959E-08,1.06E-05,7.95E-09,-1.26E-09,1.05665E-05,0.006416114,0.021580049,0.210213408,,,,,,
740,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,4.00E+02,1150,0.0006,0,1,0,-4.22E-07,1.12E-06,-2.22E-10,1.19855E-06,4.77E-06,-2.16E-08,-2.62E-09,4.77155E-06,0.251186483,0.04238989,0.168758644,,,,,,
741,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,4.00E+02,1150,0.0006,0,1.5,0,-2.18E-07,5.99E-07,6.14E-10,6.37686E-07,5.33E-06,-4.87E-09,1.54E-09,5.33323E-06,0.119568304,0.050745286,0.188624071,,,,,,
742,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,2.67E+02,1150,0.0006,0,1,0,-2.49E-07,6.83E-07,-2.90E-10,7.27415E-07,1.91E-06,-2.44E-09,1.48E-10,1.91024E-06,0.380797643,0.05788575,0.152011838,,,,,,
743,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,2.67E+02,1150,0.0006,0,1,0,-2.49E-07,6.83E-07,-2.90E-10,7.27415E-07,1.91E-06,-2.44E-09,1.48E-10,1.91024E-06,0.380797643,0.05788575,0.152011838,,,,,,
744,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1150,0.0006,0,1,0,-1.29E-06,1.39E-06,2.03E-10,1.89458E-06,8.74E-06,-2.75E-08,-4.11E-09,8.74099E-06,0.216746758,0.037691426,0.173896147,,,,,,
745,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1150,0.0006,0,1.333333333,0,-8.56E-07,9.82E-07,-1.11E-09,1.30314E-06,9.33E-06,-1.70E-08,1.61E-09,9.33066E-06,0.139661683,0.046088867,0.185627061,,,,,,
746,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1150,0.0006,0,2,0,-3.72E-07,4.44E-07,9.94E-10,5.79058E-07,1.01E-05,-1.81E-08,-2.31E-09,1.00525E-05,0.05760324,0.046079825,0.199987993,,,,,,
747,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,5.33E+02,1150,0.0006,0,4,0,-4.75E-08,5.68E-08,2.54E-10,7.40964E-08,1.06E-05,-1.28E-08,2.31E-09,1.05602E-05,0.007016569,0.023585572,0.210088171,,,,,,
748,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,4.00E+02,1150,0.0006,0,1,0,-8.25E-07,9.63E-07,-2.43E-09,1.26825E-06,4.70E-06,-1.63E-08,-3.80E-10,4.70262E-06,0.269689974,0.044855027,0.166320706,,,,,,
749,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,4.00E+02,1150,0.0006,0,1.5,0,-4.21E-07,5.01E-07,1.38E-09,6.54299E-07,5.32E-06,-1.05E-08,-2.25E-09,5.31752E-06,0.123045888,0.052067344,0.188068385,,,,,,
750,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,2.67E+02,1150,0.0006,0,1,0,-4.76E-07,5.66E-07,1.20E-10,7.3993E-07,1.90E-06,-2.87E-09,-1.48E-09,1.89732E-06,0.389986545,0.058881648,0.150983794,,,,,,
751,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,2.67E+02,1150,0.0006,0,1,0,-4.76E-07,5.66E-07,1.20E-10,7.3993E-07,1.90E-06,-2.87E-09,-1.48E-09,1.89732E-06,0.389986545,0.058881648,0.150983794,,,,,,
752,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1150,0.0006,0,1,0,-2.09E-06,1.10E-06,4.54E-09,2.36278E-06,8.27E-06,-2.27E-08,6.20E-10,8.27172E-06,0.285645965,0.04700598,0.164560281,,,,,,
753,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1150,0.0006,0,1.333333333,0,-1.29E-06,7.17E-07,-1.10E-09,1.47939E-06,9.16E-06,-9.83E-09,2.35E-09,9.1554E-06,0.161587116,0.052322736,0.182140382,,,,,,
754,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1150,0.0006,0,2,0,-5.63E-07,3.26E-07,1.25E-09,6.50763E-07,9.98E-06,-5.52E-09,-2.75E-09,9.98259E-06,0.065189766,0.05178594,0.198596891,,,,,,
755,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,5.33E+02,1150,0.0006,0,4,0,-7.86E-08,4.55E-08,-1.01E-10,9.08148E-08,1.05E-05,-4.00E-10,-1.34E-09,1.05428E-05,0.008613921,0.028907197,0.209741853,,,,,,
756,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,4.00E+02,1150,0.0006,0,1,0,-1.31E-06,7.36E-07,1.62E-09,1.50379E-06,4.47E-06,-2.32E-08,2.48E-09,4.46606E-06,0.336715376,0.053185615,0.157954221,,,,,,
757,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,4.00E+02,1150,0.0006,0,1.5,0,-6.23E-07,3.59E-07,1.81E-10,7.19311E-07,5.25E-06,-5.95E-09,4.09E-10,5.24958E-06,0.137022578,0.057240853,0.185665598,,,,,,
758,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,2.67E+02,1150,0.0006,0,1,0,-7.22E-07,4.16E-07,3.31E-10,8.32941E-07,1.81E-06,-5.27E-09,-6.19E-10,1.80551E-06,0.46133322,0.066283162,0.143677409,,,,,,
759,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1150,0.0006,0,1,0,-1.92E-07,2.10E-06,-8.23E-09,2.11306E-06,1.29E-05,-3.63E-08,1.97E-09,1.29444E-05,0.163241729,0.04203786,0.25751908,,,,,,
760,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1150,0.0006,0,1.333333333,0,-6.09E-08,1.60E-06,1.25E-09,1.59998E-06,1.35E-05,-3.02E-08,-2.93E-09,1.34504E-05,0.118953756,0.056587573,0.267587262,,,,,,
761,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1150,0.0006,0,2,0,7.51E-10,7.54E-07,7.03E-10,7.54024E-07,1.43E-05,-1.18E-08,3.81E-09,1.42932E-05,0.052753996,0.060003159,0.284353621,,,,,,
762,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,7.54E+02,1150,0.0006,0,4,0,7.65E-11,9.78E-08,-1.25E-10,9.78103E-08,1.49E-05,-2.91E-09,-1.38E-11,1.49476E-05,0.006543546,0.031133916,0.297372364,,,,,,
763,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,5.66E+02,1150,0.0006,0,1,0,-4.49E-08,1.50E-06,2.01E-09,1.49651E-06,6.95E-06,-2.02E-08,-1.79E-09,6.95258E-06,0.215244747,0.052927958,0.245896631,,,,,,
764,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,5.66E+02,1150,0.0006,0,1.5,0,6.65E-11,8.50E-07,-5.01E-10,8.49892E-07,7.60E-06,-1.52E-08,-3.05E-09,7.59802E-06,0.111857119,0.06763211,0.268724208,,,,,,
765,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,3.77E+02,1150,0.0006,0,1,0,-2.67E-09,8.99E-07,5.53E-10,8.99008E-07,2.83E-06,-6.94E-09,2.09E-10,2.83325E-06,0.317306485,0.071540626,0.225462226,,,,,,
766,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1150,0.0006,0,1,0,5.60E-07,2.13E-06,6.53E-09,2.19861E-06,1.29E-05,-4.08E-08,-3.08E-10,1.28579E-05,0.170993085,0.043739773,0.255798493,,,,,,
767,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1150,0.0006,0,1.333333333,0,5.15E-07,1.64E-06,-4.57E-10,1.72254E-06,1.33E-05,-3.60E-08,4.39E-10,1.3327E-05,0.129251049,0.060922072,0.26513259,,,,,,
768,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1150,0.0006,0,2,0,2.79E-07,7.70E-07,1.58E-10,8.19484E-07,1.42E-05,-1.04E-08,2.09E-09,1.42285E-05,0.057594553,0.065212337,0.28306643,,,,,,
769,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,7.54E+02,1150,0.0006,0,4,0,3.40E-08,9.44E-08,-5.54E-11,1.00286E-07,1.49E-05,-9.10E-09,8.38E-10,1.49466E-05,0.006709637,0.031922039,0.297352519,,,,,,
770,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,5.66E+02,1150,0.0006,0,1,0,4.92E-07,1.50E-06,1.30E-09,1.58206E-06,6.87E-06,-2.52E-08,4.72E-09,6.86792E-06,0.230355481,0.055953885,0.242902341,,,,,,
771,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,5.66E+02,1150,0.0006,0,1.5,0,3.08E-07,8.49E-07,3.29E-10,9.03482E-07,7.55E-06,-1.30E-08,-5.95E-09,7.5455E-06,0.119737734,0.071896605,0.266866976,,,,,,
772,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,3.77E+02,1150,0.0006,0,1,0,3.23E-07,8.91E-07,2.74E-10,9.47722E-07,2.79E-06,-7.18E-09,-1.00E-10,2.78602E-06,0.340170484,0.075417106,0.221703849,,,,,,
773,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1150,0.0006,0,1,0,1.39E-06,1.99E-06,-8.03E-09,2.42858E-06,1.26E-05,-5.20E-08,1.41E-10,1.26282E-05,0.192313889,0.048314943,0.25122961,,,,,,
774,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1150,0.0006,0,1.333333333,0,1.21E-06,1.57E-06,5.58E-10,1.98293E-06,1.31E-05,-3.69E-08,1.32E-09,1.3065E-05,0.151774825,0.070131668,0.259918359,,,,,,
775,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1150,0.0006,0,2,0,6.24E-07,7.52E-07,7.47E-10,9.76798E-07,1.41E-05,-1.65E-08,-8.79E-10,1.40713E-05,0.069417698,0.077730927,0.279939158,,,,,,
776,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,7.54E+02,1150,0.0006,0,4,0,6.82E-08,8.17E-08,-4.73E-11,1.06484E-07,1.49E-05,-5.64E-09,-2.54E-09,1.494E-05,0.007127435,0.033894795,0.297221187,,,,,,
777,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1150,0.0006,0,1,0,1.08E-06,1.39E-06,-1.15E-09,1.7635E-06,6.69E-06,-2.30E-08,-1.33E-10,6.68631E-06,0.263747697,0.062370865,0.236479277,,,,,,
778,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1150,0.0006,0,1.5,0,6.59E-07,7.92E-07,9.58E-10,1.02999E-06,7.42E-06,-1.46E-08,3.37E-09,7.41964E-06,0.138819878,0.081964036,0.262415302,,,,,,
779,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,3.77E+02,1150,0.0006,0,1,0,6.76E-07,8.11E-07,-2.40E-09,1.05607E-06,2.68E-06,-8.15E-09,2.97E-09,2.67721E-06,0.394466802,0.084039348,0.213045427,,,,,,
780,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1150,0.0006,0,1,0,-8.94E-07,1.94E-06,6.67E-09,2.13626E-06,1.29E-05,-3.65E-08,4.12E-09,1.29168E-05,0.165386786,0.042499446,0.25697002,,,,,,
781,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1150,0.0006,0,1.333333333,0,-5.91E-07,1.46E-06,-1.46E-09,1.57329E-06,1.35E-05,-2.71E-08,8.87E-09,1.34736E-05,0.116767733,0.055643454,0.268048731,,,,,,
782,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1150,0.0006,0,2,0,-2.53E-07,6.96E-07,-4.46E-10,7.40169E-07,1.43E-05,-1.68E-08,1.03E-09,1.43085E-05,0.051729293,0.058900647,0.284658094,,,,,,
783,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,7.54E+02,1150,0.0006,0,4,0,-3.46E-08,9.47E-08,2.00E-10,1.00877E-07,1.49E-05,8.92E-09,-2.28E-09,1.49468E-05,0.006749071,0.032110083,0.297356499,,,,,,
784,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1150,0.0006,0,1,0,-5.41E-07,1.38E-06,2.11E-09,1.48096E-06,6.97E-06,-2.38E-08,-3.35E-09,6.96735E-06,0.212556899,0.052378074,0.246419074,,,,,,
785,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1150,0.0006,0,1.5,0,-2.84E-07,7.80E-07,6.28E-10,8.30082E-07,7.62E-06,-7.09E-09,3.91E-09,7.61864E-06,0.108953988,0.066055647,0.269453792,,,,,,
786,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,3.77E+02,1150,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
787,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1150,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
788,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1150,0.0006,0,1,0,-1.62E-06,1.70E-06,-4.03E-10,2.3425E-06,1.27E-05,-2.82E-08,-4.06E-09,1.27085E-05,0.184324938,0.046602435,0.252827618,,,,,,
789,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1150,0.0006,0,1.333333333,0,-1.11E-06,1.25E-06,-4.25E-09,1.67167E-06,1.34E-05,-2.19E-08,4.24E-09,1.3376E-05,0.124974808,0.059122929,0.266106813,,,,,,
790,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1150,0.0006,0,2,0,-4.99E-07,5.94E-07,1.22E-09,7.75405E-07,1.43E-05,-2.46E-08,-4.28E-09,1.4269E-05,0.054341882,0.061704665,0.283872505,,,,,,
791,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,7.54E+02,1150,0.0006,0,4,0,-7.06E-08,8.43E-08,2.80E-10,1.09935E-07,1.49E-05,-1.87E-08,3.31E-09,1.4938E-05,0.007359396,0.034993233,0.297181614,,,,,,
792,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1150,0.0006,0,1,0,-1.05E-06,1.19E-06,-3.79E-09,1.5857E-06,6.86E-06,-1.85E-08,1.96E-09,6.86325E-06,0.231042645,0.056082616,0.242737077,,,,,,
793,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1150,0.0006,0,1.5,0,-5.48E-07,6.50E-07,1.21E-09,8.50329E-07,7.60E-06,-1.36E-08,-8.43E-10,7.59964E-06,0.111890628,0.067666853,0.268781731,,,,,,
794,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1150,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
795,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1150,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
796,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1150,0.0006,0,1,0,-2.66E-06,1.36E-06,2.84E-08,2.98719E-06,1.21E-05,-1.97E-08,1.17E-09,1.20621E-05,0.247650701,0.059428148,0.239967615,,,,,,
797,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1150,0.0006,0,1.333333333,0,-1.68E-06,9.14E-07,-1.12E-09,1.91116E-06,1.31E-05,-6.40E-09,2.82E-09,1.31375E-05,0.145473319,0.067593159,0.261361684,,,,,,
798,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1150,0.0006,0,2,0,-7.44E-07,4.27E-07,1.67E-09,8.57858E-07,1.42E-05,-4.60E-09,-1.73E-09,1.4189E-05,0.060459391,0.068266039,0.282280543,,,,,,
799,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,7.54E+02,1150,0.0006,0,4,0,-1.15E-07,6.63E-08,-1.04E-10,1.32651E-07,1.49E-05,4.65E-10,-1.76E-09,1.49142E-05,0.008894282,0.042224059,0.29670789,,,,,,
800,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1150,0.0006,0,1,0,-1.68E-06,9.25E-07,2.73E-09,1.91671E-06,6.53E-06,-2.71E-08,3.39E-09,6.53057E-06,0.293498275,0.067789595,0.230971019,,,,,,
801,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1150,0.0006,0,1.5,0,-8.09E-07,4.64E-07,8.87E-11,9.32808E-07,7.51E-06,-5.60E-09,1.12E-09,7.51315E-06,0.124156671,0.074230326,0.26572278,,,,,,
802,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1150,0.0006,0,1,0,-9.13E-07,5.25E-07,1.13E-09,1.0526E-06,2.68E-06,-1.08E-08,-6.15E-10,2.68055E-06,0.392681169,0.083763226,0.213311033,,,,,,
803,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1150,0.0006,0,1,0,-2.29E-07,2.30E-06,-1.60E-08,2.31472E-06,1.58E-05,-3.92E-08,1.53E-10,1.57547E-05,0.146921743,0.046049687,0.313430034,,,,,,
804,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1150,0.0006,0,1.333333333,0,-8.78E-08,1.79E-06,-1.02E-09,1.79479E-06,1.63E-05,-3.20E-08,-4.55E-09,1.62658E-05,0.110341105,0.063477558,0.32359769,,,,,,
