Case,Inlet Velocity ,Density,Kinematic Viscosity ,Bifurcation Type,D1 (m),D2 (m),I (m),A1,A2,A3,Angle (X1),Angle (X2),Reynlods Number,Particle Density,Particle Diameter,D1/D2,I/D1,I/D2,SIx_1,SIy_1,SIz_1,Q1,SIx_2,SIy_2,SIz_2,Q2,Q1/Q2,V1,V2,,,,,,
639,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,5.66E+02,1100,0.0006,0,1.5,0,3.08E-07,8.49E-07,3.29E-10,9.03482E-07,7.55E-06,-1.30E-08,-5.95E-09,7.5455E-06,0.119737734,0.071896605,0.266866976,,,,,,
640,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,3.77E+02,1100,0.0006,0,1,0,3.23E-07,8.91E-07,2.74E-10,9.47722E-07,2.79E-06,-7.18E-09,-1.00E-10,2.78602E-06,0.340170484,0.075417106,0.221703849,,,,,,
641,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1100,0.0006,0,1,0,1.39E-06,1.99E-06,-8.03E-09,2.42858E-06,1.26E-05,-5.20E-08,1.41E-10,1.26282E-05,0.192313889,0.048314943,0.25122961,,,,,,
642,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1100,0.0006,0,1.333333333,0,1.21E-06,1.57E-06,5.58E-10,1.98293E-06,1.31E-05,-3.69E-08,1.32E-09,1.3065E-05,0.151774825,0.070131668,0.259918359,,,,,,
643,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1100,0.0006,0,2,0,6.24E-07,7.52E-07,7.47E-10,9.76798E-07,1.41E-05,-1.65E-08,-8.79E-10,1.40713E-05,0.069417698,0.077730927,0.279939158,,,,,,
644,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,7.54E+02,1100,0.0006,0,4,0,6.82E-08,8.17E-08,-4.73E-11,1.06484E-07,1.49E-05,-5.64E-09,-2.54E-09,1.494E-05,0.007127435,0.033894795,0.297221187,,,,,,
645,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1100,0.0006,0,1,0,1.08E-06,1.39E-06,-1.15E-09,1.7635E-06,6.69E-06,-2.30E-08,-1.33E-10,6.68631E-06,0.263747697,0.062370865,0.236479277,,,,,,
646,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1100,0.0006,0,1.5,0,6.59E-07,7.92E-07,9.58E-10,1.02999E-06,7.42E-06,-1.46E-08,3.37E-09,7.41964E-06,0.138819878,0.081964036,0.262415302,,,,,,
647,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,3.77E+02,1100,0.0006,0,1,0,6.76E-07,8.11E-07,-2.40E-09,1.05607E-06,2.68E-06,-8.15E-09,2.97E-09,2.67721E-06,0.394466802,0.084039348,0.213045427,,,,,,
648,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1100,0.0006,0,1,0,-8.94E-07,1.94E-06,6.67E-09,2.13626E-06,1.29E-05,-3.65E-08,4.12E-09,1.29168E-05,0.165386786,0.042499446,0.25697002,,,,,,
649,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1100,0.0006,0,1.333333333,0,-5.91E-07,1.46E-06,-1.46E-09,1.57329E-06,1.35E-05,-2.71E-08,8.87E-09,1.34736E-05,0.116767733,0.055643454,0.268048731,,,,,,
650,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1100,0.0006,0,2,0,-2.53E-07,6.96E-07,-4.46E-10,7.40169E-07,1.43E-05,-1.68E-08,1.03E-09,1.43085E-05,0.051729293,0.058900647,0.284658094,,,,,,
651,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,7.54E+02,1100,0.0006,0,4,0,-3.46E-08,9.47E-08,2.00E-10,1.00877E-07,1.49E-05,8.92E-09,-2.28E-09,1.49468E-05,0.006749071,0.032110083,0.297356499,,,,,,
652,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1100,0.0006,0,1,0,-5.41E-07,1.38E-06,2.11E-09,1.48096E-06,6.97E-06,-2.38E-08,-3.35E-09,6.96735E-06,0.212556899,0.052378074,0.246419074,,,,,,
653,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1100,0.0006,0,1.5,0,-2.84E-07,7.80E-07,6.28E-10,8.30082E-07,7.62E-06,-7.09E-09,3.91E-09,7.61864E-06,0.108953988,0.066055647,0.269453792,,,,,,
654,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,3.77E+02,1100,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
655,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1100,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
656,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1100,0.0006,0,1,0,-1.62E-06,1.70E-06,-4.03E-10,2.3425E-06,1.27E-05,-2.82E-08,-4.06E-09,1.27085E-05,0.184324938,0.046602435,0.252827618,,,,,,
657,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1100,0.0006,0,1.333333333,0,-1.11E-06,1.25E-06,-4.25E-09,1.67167E-06,1.34E-05,-2.19E-08,4.24E-09,1.3376E-05,0.124974808,0.059122929,0.266106813,,,,,,
658,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1100,0.0006,0,2,0,-4.99E-07,5.94E-07,1.22E-09,7.75405E-07,1.43E-05,-2.46E-08,-4.28E-09,1.4269E-05,0.054341882,0.061704665,0.283872505,,,,,,
659,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,7.54E+02,1100,0.0006,0,4,0,-7.06E-08,8.43E-08,2.80E-10,1.09935E-07,1.49E-05,-1.87E-08,3.31E-09,1.4938E-05,0.007359396,0.034993233,0.297181614,,,,,,
660,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1100,0.0006,0,1,0,-1.05E-06,1.19E-06,-3.79E-09,1.5857E-06,6.86E-06,-1.85E-08,1.96E-09,6.86325E-06,0.231042645,0.056082616,0.242737077,,,,,,
661,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1100,0.0006,0,1.5,0,-5.48E-07,6.50E-07,1.21E-09,8.50329E-07,7.60E-06,-1.36E-08,-8.43E-10,7.59964E-06,0.111890628,0.067666853,0.268781731,,,,,,
662,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1100,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
663,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1100,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
664,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1100,0.0006,0,1,0,-2.66E-06,1.36E-06,2.84E-08,2.98719E-06,1.21E-05,-1.97E-08,1.17E-09,1.20621E-05,0.247650701,0.059428148,0.239967615,,,,,,
665,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1100,0.0006,0,1.333333333,0,-1.68E-06,9.14E-07,-1.12E-09,1.91116E-06,1.31E-05,-6.40E-09,2.82E-09,1.31375E-05,0.145473319,0.067593159,0.261361684,,,,,,
666,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1100,0.0006,0,2,0,-7.44E-07,4.27E-07,1.67E-09,8.57858E-07,1.42E-05,-4.60E-09,-1.73E-09,1.4189E-05,0.060459391,0.068266039,0.282280543,,,,,,
667,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,7.54E+02,1100,0.0006,0,4,0,-1.15E-07,6.63E-08,-1.04E-10,1.32651E-07,1.49E-05,4.65E-10,-1.76E-09,1.49142E-05,0.008894282,0.042224059,0.29670789,,,,,,
668,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1100,0.0006,0,1,0,-1.68E-06,9.25E-07,2.73E-09,1.91671E-06,6.53E-06,-2.71E-08,3.39E-09,6.53057E-06,0.293498275,0.067789595,0.230971019,,,,,,
669,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1100,0.0006,0,1.5,0,-8.09E-07,4.64E-07,8.87E-11,9.32808E-07,7.51E-06,-5.60E-09,1.12E-09,7.51315E-06,0.124156671,0.074230326,0.26572278,,,,,,
670,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1100,0.0006,0,1,0,-9.13E-07,5.25E-07,1.13E-09,1.0526E-06,2.68E-06,-1.08E-08,-6.15E-10,2.68055E-06,0.392681169,0.083763226,0.213311033,,,,,,
671,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1100,0.0006,0,1,0,-2.29E-07,2.30E-06,-1.60E-08,2.31472E-06,1.58E-05,-3.92E-08,1.53E-10,1.57547E-05,0.146921743,0.046049687,0.313430034,,,,,,
672,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1100,0.0006,0,1.333333333,0,-8.78E-08,1.79E-06,-1.02E-09,1.79479E-06,1.63E-05,-3.20E-08,-4.55E-09,1.62658E-05,0.110341105,0.063477558,0.32359769,,,,,,
673,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1100,0.0006,0,2,0,-4.49E-10,8.78E-07,6.79E-10,8.77937E-07,1.72E-05,-1.23E-08,3.93E-09,1.71783E-05,0.051107335,0.069863873,0.341750717,,,,,,
674,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,9.05E+02,1100,0.0006,0,4,0,4.63E-11,1.20E-07,-1.07E-10,1.20267E-07,1.79E-05,-4.75E-09,7.87E-10,1.79339E-05,0.006706129,0.038282104,0.356782783,,,,,,
675,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,6.79E+02,1100,0.0006,0,1,0,-6.65E-08,1.66E-06,2.47E-09,1.6616E-06,8.48E-06,-2.08E-08,-1.03E-09,8.47748E-06,0.196001162,0.058766766,0.29982866,,,,,,
676,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,6.79E+02,1100,0.0006,0,1.5,0,-1.43E-09,9.76E-07,-5.35E-10,9.76326E-07,9.16E-06,-1.74E-08,-2.58E-09,9.16071E-06,0.106577606,0.077693389,0.323992969,,,,,,
677,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,4.53E+02,1100,0.0006,0,1,0,-3.79E-09,9.96E-07,8.46E-10,9.95631E-07,3.48E-06,-8.29E-09,2.10E-10,3.48287E-06,0.285864994,0.079229578,0.27715733,,,,,,
678,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1100,0.0006,0,1,0,5.95E-07,2.32E-06,6.16E-09,2.39258E-06,1.57E-05,-4.19E-08,7.00E-10,1.56752E-05,0.152634865,0.047598663,0.311846593,,,,,,
679,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1100,0.0006,0,1.333333333,0,5.56E-07,1.85E-06,-6.82E-11,1.92818E-06,1.61E-05,-3.83E-08,7.21E-10,1.61319E-05,0.119525607,0.068195278,0.320934106,,,,,,
680,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1100,0.0006,0,2,0,3.26E-07,9.05E-07,3.21E-11,9.6164E-07,1.71E-05,-1.36E-08,3.79E-09,1.70956E-05,0.056250737,0.076524734,0.340105476,,,,,,
681,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,9.05E+02,1100,0.0006,0,4,0,4.21E-08,1.17E-07,-5.46E-11,1.24147E-07,1.79E-05,-1.02E-08,-1.30E-10,1.79317E-05,0.006923328,0.039517145,0.356739061,,,,,,
682,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,6.79E+02,1100,0.0006,0,1,0,5.30E-07,1.67E-06,1.51E-09,1.75449E-06,8.39E-06,-2.68E-08,4.64E-09,8.38569E-06,0.209224316,0.062052285,0.29658257,,,,,,
683,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,6.79E+02,1100,0.0006,0,1.5,0,3.52E-07,9.79E-07,5.67E-10,1.04025E-06,9.10E-06,-1.54E-08,-6.01E-09,9.09822E-06,0.114335816,0.082780417,0.321782779,,,,,,
684,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,4.53E+02,1100,0.0006,0,1,0,3.58E-07,9.89E-07,6.82E-10,1.0516E-06,3.43E-06,-8.82E-09,1.18E-10,3.42855E-06,0.306717318,0.083683161,0.272834809,,,,,,
685,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1100,0.0006,0,1,0,1.50E-06,2.16E-06,-1.62E-08,2.62822E-06,1.54E-05,-5.54E-08,2.19E-09,1.54394E-05,0.170228385,0.052286735,0.30715638,,,,,,
686,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1100,0.0006,0,1.333333333,0,1.34E-06,1.77E-06,1.48E-09,2.22014E-06,1.58E-05,-3.95E-08,2.33E-10,1.58377E-05,0.140180125,0.078521124,0.315081271,,,,,,
687,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1100,0.0006,0,2,0,7.39E-07,8.96E-07,1.17E-09,1.16161E-06,1.69E-05,-1.80E-08,-2.06E-09,1.68957E-05,0.068751897,0.092437937,0.336128679,,,,,,
688,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,9.05E+02,1100,0.0006,0,4,0,8.54E-08,1.02E-07,-1.11E-10,1.33239E-07,1.79E-05,-4.79E-09,-1.96E-09,1.79223E-05,0.00743423,0.042411034,0.356552011,,,,,,
689,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,6.79E+02,1100,0.0006,0,1,0,1.18E-06,1.55E-06,-3.83E-09,1.95098E-06,8.19E-06,-2.52E-08,4.73E-10,8.18907E-06,0.238242236,0.069001713,0.289628381,,,,,,
690,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,6.79E+02,1100,0.0006,0,1.5,0,7.62E-07,9.21E-07,1.26E-09,1.19544E-06,8.94E-06,-1.48E-08,4.62E-09,8.9435E-06,0.133665339,0.095129585,0.316310989,,,,,,
691,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,4.53E+02,1100,0.0006,0,1,0,7.53E-07,9.07E-07,-3.10E-09,1.17913E-06,3.30E-06,-9.98E-09,3.57E-09,3.30064E-06,0.357242658,0.093831832,0.262655733,,,,,,
692,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1100,0.0006,0,1,0,-1.00E-06,2.12E-06,1.54E-08,2.34842E-06,1.57E-05,-3.77E-08,4.58E-09,1.57159E-05,0.149429308,0.04672028,0.312658077,,,,,,
693,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1100,0.0006,0,1.333333333,0,-6.83E-07,1.63E-06,-9.50E-10,1.7699E-06,1.63E-05,-3.00E-08,9.15E-09,1.62871E-05,0.108668415,0.062597142,0.324021403,,,,,,
694,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1100,0.0006,0,2,0,-2.95E-07,8.07E-07,-4.69E-10,8.59026E-07,1.72E-05,-1.85E-08,1.78E-09,1.71988E-05,0.049946813,0.068358937,0.342158654,,,,,,
695,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,9.05E+02,1100,0.0006,0,4,0,-4.25E-08,1.16E-07,2.09E-10,1.23787E-07,1.79E-05,9.08E-09,-3.07E-09,1.79329E-05,0.006902813,0.039402684,0.356762927,,,,,,
696,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,6.79E+02,1100,0.0006,0,1,0,-6.17E-07,1.53E-06,5.63E-09,1.64834E-06,8.49E-06,-2.44E-08,-3.53E-09,8.48992E-06,0.1941523,0.058297849,0.300268649,,,,,,
697,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,6.79E+02,1100,0.0006,0,1.5,0,-3.27E-07,8.92E-07,5.75E-10,9.50497E-07,9.19E-06,-8.34E-09,5.23E-09,9.18751E-06,0.103455376,0.075637956,0.324940769,,,,,,
698,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,4.53E+02,1100,0.0006,0,1,0,-3.41E-07,9.30E-07,-9.37E-10,9.90818E-07,3.49E-06,-6.54E-09,6.80E-10,3.48749E-06,0.284106538,0.078846577,0.277524685,,,,,,
699,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,4.53E+02,1100,0.0006,0,1,0,-3.41E-07,9.30E-07,-9.37E-10,9.90818E-07,3.49E-06,-6.54E-09,6.80E-10,3.48749E-06,0.284106538,0.078846577,0.277524685,,,,,,
700,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1100,0.0006,0,1,0,-1.80E-06,1.87E-06,1.12E-08,2.59656E-06,1.55E-05,-2.69E-08,-3.71E-09,1.54648E-05,0.167901245,0.051656862,0.307662174,,,,,,
701,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1100,0.0006,0,1.333333333,0,-1.27E-06,1.40E-06,-5.11E-09,1.89077E-06,1.62E-05,-2.45E-08,5.84E-09,1.61663E-05,0.116957155,0.066872038,0.321617959,,,,,,
702,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1100,0.0006,0,2,0,-5.80E-07,6.89E-07,1.22E-09,9.00766E-07,1.72E-05,-2.74E-08,-5.38E-09,1.71523E-05,0.052515697,0.071680527,0.341233821,,,,,,
703,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,9.05E+02,1100,0.0006,0,4,0,-8.64E-08,1.03E-07,3.02E-10,1.34546E-07,1.79E-05,-2.25E-08,3.62E-09,1.79225E-05,0.007507119,0.042827366,0.356556262,,,,,,
704,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,6.79E+02,1100,0.0006,0,1,0,-1.18E-06,1.32E-06,-4.04E-09,1.77663E-06,8.36E-06,-1.96E-08,3.44E-09,8.36211E-06,0.212461287,0.062835125,0.295748584,,,,,,
705,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,6.79E+02,1100,0.0006,0,1.5,0,-6.29E-07,7.45E-07,8.56E-10,9.74546E-07,9.16E-06,-1.53E-08,-2.68E-11,9.16494E-06,0.106334128,0.07755174,0.324142783,,,,,,
706,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,4.53E+02,1100,0.0006,0,1,0,-6.58E-07,7.80E-07,-2.66E-10,1.02004E-06,3.46E-06,-9.44E-09,-2.72E-09,3.45769E-06,0.295004773,0.081171714,0.2751539,,,,,,
707,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,4.53E+02,1100,0.0006,0,1,0,-6.58E-07,7.80E-07,-2.66E-10,1.02004E-06,3.46E-06,-9.44E-09,-2.72E-09,3.45769E-06,0.295004773,0.081171714,0.2751539,,,,,,
708,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1100,0.0006,0,1,0,-2.99E-06,1.50E-06,5.49E-08,3.34952E-06,1.47E-05,-1.73E-08,1.73E-09,1.47104E-05,0.227697587,0.066636525,0.29265363,,,,,,
709,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1100,0.0006,0,1.333333333,0,-1.91E-06,1.03E-06,-2.17E-10,2.17259E-06,1.59E-05,-4.25E-09,2.32E-09,1.58854E-05,0.136766228,0.076839344,0.316029267,,,,,,
710,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1100,0.0006,0,2,0,-8.58E-07,4.91E-07,1.88E-09,9.88032E-07,1.71E-05,-3.61E-09,-9.20E-10,1.70679E-05,0.057888295,0.078624877,0.339554296,,,,,,
711,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,9.05E+02,1100,0.0006,0,4,0,-1.39E-07,8.03E-08,-1.07E-10,1.6081E-07,1.79E-05,8.85E-10,-2.43E-09,1.7895E-05,0.008986296,0.051187221,0.356008885,,,,,,
712,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,6.79E+02,1100,0.0006,0,1,0,-1.90E-06,1.04E-06,3.58E-09,2.16838E-06,7.97E-06,-2.83E-08,4.07E-09,7.96798E-06,0.27213723,0.076690729,0.281809031,,,,,,
713,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,6.79E+02,1100,0.0006,0,1.5,0,-9.27E-07,5.30E-07,-1.74E-10,1.06791E-06,9.07E-06,-5.11E-09,1.52E-09,9.06684E-06,0.117781761,0.084981265,0.320673173,,,,,,
714,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,4.53E+02,1100,0.0006,0,1,0,-1.03E-06,5.90E-07,1.96E-09,1.18615E-06,3.29E-06,-1.35E-08,-8.21E-10,3.29327E-06,0.360175581,0.094390972,0.262069326,,,,,,
715,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1150,0.0006,0,1,0,-1.22E-07,1.74E-06,1.01E-09,1.74561E-06,8.89E-06,-3.07E-08,3.54E-09,8.89335E-06,0.196282182,0.034727665,0.176927239,,,,,,
716,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1150,0.0006,0,1.333333333,0,-2.59E-08,1.26E-06,1.56E-09,1.2597E-06,9.38E-06,-2.60E-08,-2.35E-10,9.37588E-06,0.1343551,0.044552555,0.186526691,,,,,,
717,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1150,0.0006,0,2,0,1.15E-09,5.58E-07,5.71E-10,5.58452E-07,1.01E-05,-1.07E-08,2.80E-09,1.00754E-05,0.055427292,0.044440132,0.200443367,,,,,,
718,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,5.33E+02,1150,0.0006,0,4,0,1.07E-10,6.55E-08,-1.36E-10,6.54806E-08,1.06E-05,-1.03E-09,-1.02E-09,1.0567E-05,0.006196709,0.020843083,0.210223296,,,,,,
719,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1150,0.0006,0,1,0,-1.82E-08,1.21E-06,1.91E-09,1.21422E-06,4.76E-06,-1.86E-08,-2.29E-09,4.75656E-06,0.255272428,0.04294407,0.168228391,,,,,,
720,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1150,0.0006,0,1.5,0,1.09E-09,6.49E-07,-3.83E-10,6.49304E-07,5.32E-06,-1.11E-08,-3.01E-09,5.32103E-06,0.12202595,0.051669852,0.188192584,,,,,,
721,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,2.67E+02,1150,0.0006,0,1,0,-1.76E-09,7.35E-07,3.02E-10,7.35396E-07,1.90E-06,-3.70E-09,7.31E-11,1.90227E-06,0.386588007,0.05852083,0.151377769,,,,,,
